formid,exp,geogr,date,stemp,btemp,btime,start,visibility,averagedepth,maxdepth,current,habitat,,
66587,E,34030022,11/19/1997,0,75,70,9,3,4,NULL,3,1,,
66586,E,34030002,11/19/1997,0,75,45,11,3,4,NULL,2,1,,
66588,E,34030001,11/13/1997,78,78,50,9,3,4,NULL,3,2,,
53742,N,34030009,11/10/1997,78,78,35,9,4,4,NULL,3,2,,
52880,E,33020002,11/10/1997,78,78,20,10,3,10,NULL,2,1,,
56763,E,33020002,11/10/1997,79,79,36,10,4,10,NULL,2,6,,
56764,N,33020002,11/10/1997,77,74,36,10,4,9,NULL,2,0,,
56777,E,33020002,11/10/1997,79,77,37,9,4,10,NULL,3,5,,
57205,E,33020002,11/10/1997,75,0,37,10,4,10,NULL,3,6,,
52879,E,33020001,11/10/1997,77,77,58,11,3,3,NULL,2,1,,
56760,E,33020001,11/10/1997,76,76,60,11,3,4,NULL,3,2,,
56762,E,33020001,11/10/1997,76,76,58,11,4,3,NULL,3,0,,
56776,E,33020001,11/10/1997,78,76,60,11,4,4,NULL,3,1,,
57202,E,33020001,11/10/1997,76,76,57,11,3,4,NULL,3,2,,
57641,E,33020001,11/10/1997,76,76,53,11,4,3,NULL,2,1,,
56761,E,34040001,11/9/1997,79,79,60,11,4,4,NULL,3,2,,
56766,E,34040001,11/9/1997,77,77,55,11,3,4,NULL,3,1,,
57209,E,34040001,11/9/1997,79,79,60,11,4,3,NULL,3,1,,
61609,E,34040001,11/9/1997,77,77,57,11,3,4,NULL,3,2,,
61612,E,34040001,11/9/1997,79,79,53,11,4,3,NULL,3,0,,
68190,E,34040001,11/9/1997,77,77,60,11,4,4,NULL,3,1,,
56772,E,34030046,11/9/1997,74,74,45,14,2,3,NULL,3,1,,
57204,E,34030046,11/9/1997,74,74,44,2,3,2,NULL,3,1,,
57206,E,34030046,11/9/1997,74,74,55,15,2,3,NULL,3,2,,
61610,E,34030046,11/9/1997,74,74,30,15,3,3,NULL,3,3,,
61615,E,34030046,11/9/1997,74,74,44,2,3,2,NULL,3,0,,
64070,E,34030046,11/9/1997,74,74,55,15,2,3,NULL,3,2,,
56759,E,34030009,11/9/1997,79,79,60,9,4,4,NULL,2,2,,
56767,E,34030009,11/9/1997,77,77,65,9,4,4,NULL,2,2,,
56773,E,34030009,11/9/1997,77,77,60,9,4,5,NULL,2,1,,
57643,E,34030009,11/9/1997,79,79,60,10,4,3,NULL,2,1,,
61611,E,34030009,11/9/1997,76,76,64,9,3,4,NULL,2,2,,
61613,E,34030009,11/9/1997,79,79,61,10,4,3,NULL,2,0,,
53741,N,34030008,11/9/1997,78,78,36,11,3,5,NULL,3,2,,
60763,N,34030008,11/9/1997,78,0,45,14,3,5,NULL,3,1,,
38830,E,34030004,11/9/1997,79,79,60,16,3,4,NULL,3,2,,
57640,E,34030004,11/9/1997,79,79,53,16,4,3,NULL,3,1,,
61608,E,34030004,11/9/1997,76,76,38,16,3,4,NULL,2,2,,
61614,E,34030004,11/9/1997,79,79,52,16,4,3,NULL,3,0,,
61616,E,34030004,11/9/1997,79,79,57,16,3,4,NULL,3,2,,
68189,E,34030004,11/9/1997,75,75,45,16,3,4,NULL,3,1,,
57203,N,33020002,11/9/1997,75,75,36,10,4,10,NULL,2,6,,
52883,E,34050013,11/8/1997,78,78,55,12,3,3,NULL,2,1,,
56774,E,34050013,11/8/1997,77,77,56,11,3,3,NULL,3,1,,
56780,N,34050013,11/8/1997,80,77,48,13,3,4,NULL,2,3,,
56782,E,34050013,11/8/1997,77,77,48,11,3,3,NULL,3,3,,
57639,E,34050013,11/8/1997,77,77,60,11,3,4,NULL,3,2,,
61603,E,34050013,11/8/1997,77,77,62,11,3,4,NULL,3,2,,
66660,E,34050013,11/8/1997,79,79,60,11,3,4,NULL,3,2,,
52882,E,34050004,11/8/1997,78,78,56,15,3,3,NULL,2,1,,
57208,E,34050004,11/8/1997,79,79,60,14,3,4,NULL,3,2,,
57728,E,34050004,11/8/1997,79,76,60,15,3,4,NULL,3,1,,
61607,E,34050004,11/8/1997,79,79,63,14,3,4,NULL,3,2,,
64860,E,34050004,11/8/1997,77,77,60,15,3,4,NULL,3,2,,
52881,E,34050002,11/8/1997,80,80,52,16,3,4,NULL,2,1,,
57207,E,34050002,11/8/1997,78,78,60,16,3,4,NULL,3,2,,
57729,E,34050002,11/8/1997,77,77,60,16,3,3,NULL,3,1,,
61604,E,34050002,11/8/1997,78,78,43,16,3,4,NULL,3,2,,
64994,E,34050002,11/8/1997,77,77,60,16,3,4,NULL,3,2,,
68962,E,34050002,11/8/1997,77,77,35,16,3,4,NULL,3,2,,
52884,E,34050001,11/8/1997,77,77,61,10,3,3,NULL,2,1,,
56775,E,34050001,11/8/1997,77,77,56,9,3,5,NULL,3,1,,
56781,N,34050001,11/8/1997,79,77,54,9,3,4,NULL,3,2,,
56783,E,34050001,11/8/1997,77,77,54,9,3,4,NULL,3,3,,
57642,E,34050001,11/8/1997,77,77,60,9,3,4,NULL,3,2,,
61602,E,34050001,11/8/1997,77,77,52,9,3,4,NULL,3,2,,
66635,E,34050001,11/8/1997,77,77,60,9,3,4,NULL,3,2,,
66967,N,34030009,11/8/1997,78,78,60,10,4,4,NULL,2,1,,
66590,E,34030040,11/7/1997,0,79,30,9,3,4,NULL,3,0,,
66589,E,34030003,11/7/1997,0,79,60,11,3,4,NULL,3,1,,
66591,E,34030028,11/6/1997,0,79,50,11,3,4,NULL,3,2,,
60761,N,34060000,11/2/1997,81,0,65,10,3,4,NULL,3,1,,
60762,N,34060000,11/2/1997,81,0,50,11,3,3,NULL,3,1,,
66592,E,34030005,11/1/1997,0,79,60,10,3,4,NULL,3,1,,
66594,E,34030014,10/31/1997,0,81,60,9,3,4,NULL,3,0,,
66593,E,34030013,10/31/1997,0,81,45,11,3,4,NULL,3,2,,
66595,E,34030023,10/30/1997,0,81,40,11,3,4,NULL,3,2,,
60706,E,34030005,10/30/1997,0,81,50,9,3,4,NULL,3,1,,
57716,E,34030001,10/21/1997,79,78,62,9,3,4,NULL,2,1,,
56789,N,34030011,10/19/1997,0,0,48,9,3,6,NULL,3,3,,
66741,N,34030009,10/19/1997,0,0,51,11,3,4,NULL,3,1,,
60705,E,34030022,10/17/1997,0,80,50,15,3,4,NULL,3,2,,
60704,E,34030014,10/17/1997,0,80,50,14,3,4,NULL,3,1,,
57838,E,34030031,10/16/1997,0,80,50,9,3,4,NULL,2,2,,
57837,E,34030002,10/16/1997,0,80,45,10,3,4,NULL,2,1,,
57839,E,34030002,10/9/1997,0,80,60,11,3,4,NULL,3,1,,
57840,E,34030001,10/9/1997,0,80,60,9,4,4,NULL,3,2,,
57842,E,34030016,10/6/1997,0,82,45,9,5,7,NULL,2,4,,
57841,E,34030002,10/6/1997,0,82,60,10,3,4,NULL,3,2,,
56974,N,34030004,10/5/1997,84,84,60,13,2,1,NULL,1,1,,
56975,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
56976,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
56977,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
56978,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
56979,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,2,,
56980,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,0,,
56981,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
56983,N,34030004,10/5/1997,84,84,60,14,2,1,NULL,1,1,,
40144,N,34050001,10/4/1997,0,82,48,9,2,4,NULL,2,2,,
40143,N,34050022,10/3/1997,0,84,57,18,2,4,NULL,1,3,,
57844,E,34030016,10/3/1997,0,82,60,9,4,4,NULL,2,1,,
57843,E,34030013,10/3/1997,0,82,60,11,4,4,NULL,3,1,,
22882,E,34030009,10/3/1997,84,84,67,14,5,4,NULL,3,2,,
22883,E,34030009,10/3/1997,84,84,49,15,4,5,NULL,3,2,,
56960,N,34030009,10/3/1997,84,82,52,10,4,4,NULL,2,2,,
57792,N,34030009,10/3/1997,85,85,57,15,3,4,NULL,2,3,,
66963,N,34030009,10/3/1997,85,85,60,15,3,4,NULL,2,1,,
57846,E,34030016,9/29/1997,0,0,40,9,5,7,NULL,1,4,,
57713,E,34030009,9/29/1997,85,80,60,14,4,4,NULL,2,1,,
57714,E,34030008,9/29/1997,85,80,60,16,4,4,NULL,3,1,,
57845,E,34030003,9/29/1997,0,0,60,10,4,4,NULL,2,2,,
29781,E,34080021,9/26/1997,84,84,42,11,2,4,NULL,3,1,,
53533,N,34080021,9/26/1997,84,84,45,11,2,4,NULL,3,0,,
57057,N,34080021,9/26/1997,84,84,64,11,2,3,NULL,2,1,,
53534,N,34080020,9/26/1997,84,84,62,10,2,3,NULL,3,3,,
53535,E,34080020,9/26/1997,84,84,59,10,2,3,NULL,3,1,,
57848,E,34030014,9/26/1997,0,0,60,9,3,4,NULL,2,1,,
57847,E,34030013,9/26/1997,0,0,60,11,2,4,NULL,2,1,,
57055,N,34080008,9/25/1997,84,84,62,15,3,3,NULL,3,1,,
57181,N,34080008,9/25/1997,84,84,60,15,3,3,NULL,3,2,,
57183,N,34080008,9/25/1997,84,0,55,15,3,3,NULL,3,1,,
57255,N,34080008,9/25/1997,84,84,57,15,3,4,NULL,3,1,,
57258,E,34080008,9/25/1997,84,84,55,15,3,3,NULL,3,2,,
57259,E,34080008,9/25/1997,84,84,60,15,3,3,NULL,3,1,,
57036,N,34080003,9/25/1997,84,84,59,16,3,3,NULL,3,2,,
57040,N,34080003,9/25/1997,84,84,60,16,3,3,NULL,3,2,,
57056,N,34080003,9/25/1997,84,84,60,16,3,3,NULL,3,2,,
57256,N,34080003,9/25/1997,84,84,60,16,3,3,NULL,3,1,,
57257,E,34080003,9/25/1997,84,84,58,16,3,4,NULL,3,1,,
57260,E,34080003,9/25/1997,84,84,55,16,3,3,NULL,3,1,,
29949,E,34080018,9/23/1997,84,84,52,15,3,4,NULL,2,1,,
57053,N,34080018,9/23/1997,84,84,60,15,3,3,NULL,3,2,,
57095,E,34080018,9/23/1997,84,84,62,15,3,3,NULL,2,1,,
57097,E,34080018,9/23/1997,84,84,60,15,3,3,NULL,2,1,,
57100,E,34080018,9/23/1997,84,84,58,15,3,4,NULL,2,2,,
57164,N,34080018,9/23/1997,84,84,55,15,3,4,NULL,2,1,,
57236,E,34080018,9/23/1997,84,84,60,15,3,4,NULL,2,1,,
60736,E,34080018,9/23/1997,85,85,60,15,3,4,NULL,3,2,,
29948,E,34080004,9/23/1997,84,84,60,16,3,4,NULL,2,1,,
57054,N,34080004,9/23/1997,84,84,60,16,3,4,NULL,3,2,,
57096,E,34080004,9/23/1997,84,84,60,16,3,3,NULL,2,1,,
57098,E,34080004,9/23/1997,84,84,60,16,3,3,NULL,2,1,,
57099,E,34080004,9/23/1997,84,84,60,16,3,5,NULL,2,2,,
57101,E,34080004,9/23/1997,84,84,58,16,3,5,NULL,2,2,,
57163,N,34080004,9/23/1997,84,84,55,16,3,4,NULL,2,1,,
60737,E,34080004,9/23/1997,85,85,55,16,3,4,NULL,3,2,,
57044,N,34080018,9/22/1997,84,84,60,15,3,4,NULL,3,1,,
57045,N,34080018,9/22/1997,84,84,60,15,3,4,NULL,3,1,,
57167,N,34080008,9/22/1997,84,84,55,10,4,4,NULL,2,1,,
57176,N,34080008,9/22/1997,84,84,55,10,4,4,NULL,3,1,,
40600,E,34080005,9/22/1997,84,84,60,16,3,3,NULL,2,2,,
57048,N,34080005,9/22/1997,84,84,45,16,3,4,NULL,3,1,,
57049,N,34080005,9/22/1997,84,84,45,16,3,4,NULL,3,2,,
57052,N,34080005,9/22/1997,84,84,60,16,3,3,NULL,3,1,,
57089,E,34080005,9/22/1997,84,84,60,16,3,3,NULL,3,1,,
57092,E,34080005,9/22/1997,84,84,60,16,3,4,NULL,3,2,,
57103,E,34080005,9/22/1997,84,84,58,16,3,3,NULL,3,1,,
57104,E,34080005,9/22/1997,84,84,48,16,3,4,NULL,3,1,,
57108,E,34080005,9/22/1997,84,84,50,16,3,3,NULL,3,2,,
57166,N,34080005,9/22/1997,84,84,50,16,3,4,NULL,3,1,,
57173,N,34080005,9/22/1997,84,84,55,16,3,3,NULL,3,1,,
57043,N,34080004,9/22/1997,84,84,60,16,3,4,NULL,3,1,,
57046,N,34080004,9/22/1997,84,84,60,16,3,4,NULL,3,1,,
57168,N,34080003,9/22/1997,84,84,50,11,4,4,NULL,2,1,,
57175,N,34080003,9/22/1997,84,84,45,11,4,4,NULL,3,1,,
40599,E,34080002,9/22/1997,84,84,60,15,3,4,NULL,2,2,,
57047,N,34080002,9/22/1997,84,84,50,15,3,4,NULL,2,1,,
57059,N,34080002,9/22/1997,84,84,60,15,3,4,NULL,2,1,,
57088,E,34080002,9/22/1997,84,84,56,15,3,3,NULL,2,1,,
57090,E,34080002,9/22/1997,85,85,60,15,3,4,NULL,2,2,,
57105,E,34080002,9/22/1997,84,84,61,15,3,4,NULL,2,1,,
57106,E,34080002,9/22/1997,84,84,55,15,3,3,NULL,2,1,,
57107,E,34080002,9/22/1997,84,84,56,15,3,3,NULL,2,1,,
57165,N,34080002,9/22/1997,84,84,50,15,3,4,NULL,2,1,,
57174,N,34080002,9/22/1997,84,84,55,15,3,4,NULL,2,1,,
57041,N,34080019,9/21/1997,84,84,50,16,4,4,NULL,2,1,,
57060,N,34080019,9/21/1997,84,84,45,16,4,4,NULL,2,1,,
57086,E,34080019,9/21/1997,84,84,48,16,4,5,NULL,2,2,,
57109,E,34080019,9/21/1997,84,84,45,16,4,4,NULL,2,1,,
57170,N,34080019,9/21/1997,84,84,50,16,4,4,NULL,2,1,,
57177,N,34080019,9/21/1997,84,84,50,16,4,4,NULL,2,1,,
57184,N,34080019,9/21/1997,84,84,35,16,4,6,NULL,2,1,,
57042,N,34080018,9/21/1997,84,84,50,15,4,4,NULL,2,3,,
57051,N,34080018,9/21/1997,84,84,41,15,4,3,NULL,2,1,,
57087,E,34080018,9/21/1997,84,84,40,15,4,3,NULL,2,2,,
57110,E,34080018,9/21/1997,84,84,41,15,4,3,NULL,2,1,,
57169,N,34080018,9/21/1997,84,84,50,15,4,4,NULL,2,1,,
57178,N,34080018,9/21/1997,84,84,50,15,4,4,NULL,2,1,,
57185,N,34080018,9/21/1997,84,84,50,15,4,4,NULL,2,1,,
57050,N,34080002,9/21/1997,84,84,50,15,3,4,NULL,2,2,,
57179,N,34080018,9/20/1997,84,84,45,16,4,0,NULL,3,1,,
58907,N,34080018,9/20/1997,84,84,45,17,4,4,NULL,2,1,,
57180,N,34080004,9/20/1997,84,84,45,15,4,4,NULL,2,1,,
58903,N,34080004,9/20/1997,84,84,45,11,4,3,NULL,3,1,,
58906,N,34080004,9/20/1997,84,84,50,11,4,3,NULL,2,1,,
58908,N,34080004,9/20/1997,84,84,45,15,4,3,NULL,2,1,,
58909,N,34080003,9/20/1997,84,84,45,10,4,3,NULL,2,1,,
58910,N,34080003,9/20/1997,84,84,45,10,4,3,NULL,2,1,,
49892,N,34050004,9/19/1997,84,0,50,9,3,3,NULL,2,3,,
57850,E,34030040,9/19/1997,0,82,50,11,3,4,NULL,3,0,,
57849,E,34030002,9/19/1997,0,82,60,10,3,4,NULL,2,1,,
30025,N,34050001,9/18/1997,84,0,50,9,3,3,NULL,2,1,,
22880,E,33020002,9/17/1997,83,83,38,14,3,9,NULL,3,6,,
21100,E,33020001,9/17/1997,85,85,41,15,3,4,NULL,3,2,,
49891,N,34050001,9/16/1997,0,85,50,15,2,3,NULL,3,1,,
49896,N,34030006,9/13/1997,86,0,32,17,2,4,NULL,3,1,,
40602,E,34030012,9/11/1997,87,87,60,16,3,4,NULL,3,2,,
57094,E,34030012,9/11/1997,86,86,68,16,3,3,NULL,3,2,,
57316,E,34030012,9/11/1997,87,87,60,16,3,4,NULL,3,2,,
57712,E,34030012,9/11/1997,87,87,70,15,3,4,NULL,3,1,,
57851,E,34030012,9/11/1997,87,87,65,15,3,4,NULL,3,1,,
65031,E,34030012,9/11/1997,87,87,60,16,3,4,NULL,3,2,,
40601,E,34030006,9/11/1997,87,87,70,14,3,5,NULL,3,1,,
57093,E,34030006,9/11/1997,87,87,60,14,3,5,NULL,3,2,,
57315,E,34030006,9/11/1997,87,87,60,14,3,5,NULL,3,2,,
57711,E,34030006,9/11/1997,87,87,37,14,3,7,NULL,3,1,,
57852,E,34030006,9/11/1997,87,87,60,14,3,4,NULL,3,1,,
65283,E,34030006,9/11/1997,87,87,62,14,3,8,NULL,3,2,,
68200,N,34030009,9/9/1997,0,0,60,13,3,4,NULL,2,2,,
68199,N,34030000,9/9/1997,0,0,60,15,2,4,NULL,1,3,,
57853,E,34030017,9/8/1997,0,0,55,15,3,4,NULL,3,1,,
57854,E,34030014,9/8/1997,0,0,60,14,3,4,NULL,2,1,,
57855,E,34030028,9/4/1997,0,0,55,11,3,4,NULL,3,1,,
57856,E,34030005,9/4/1997,0,0,70,10,3,4,NULL,3,1,,
67081,N,34040022,9/1/1997,0,0,45,14,2,1,NULL,3,3,,
32336,N,34030000,9/1/1997,89,86,76,11,4,4,NULL,2,3,,
66965,N,34030009,8/31/1997,86,86,64,14,4,4,NULL,2,1,,
60536,N,34030044,8/29/1997,87,87,60,11,3,4,NULL,2,2,,
60582,N,34030044,8/29/1997,87,87,60,11,3,4,NULL,2,2,,
60585,N,34030044,8/29/1997,87,87,61,11,3,4,NULL,2,1,,
60606,E,34030044,8/29/1997,87,87,62,11,3,4,NULL,2,2,,
60637,N,34030044,8/29/1997,87,87,62,11,3,5,NULL,2,2,,
60639,N,34030044,8/29/1997,87,87,60,11,3,4,NULL,2,1,,
60537,N,34030043,8/29/1997,87,87,65,9,4,4,NULL,2,1,,
60583,N,34030043,8/29/1997,87,87,60,9,4,5,NULL,2,2,,
60584,N,34030043,8/29/1997,87,87,63,9,4,5,NULL,2,1,,
60605,E,34030043,8/29/1997,87,87,62,9,4,5,NULL,2,2,,
60636,N,34030043,8/29/1997,87,87,62,9,4,5,NULL,2,2,,
60638,N,34030043,8/29/1997,87,87,61,9,4,4,NULL,2,1,,
57857,E,34030010,8/28/1997,87,87,65,16,3,4,NULL,3,1,,
60538,N,34030010,8/28/1997,87,87,73,16,3,4,NULL,3,1,,
60567,N,34030010,8/28/1997,87,87,62,16,3,4,NULL,3,2,,
60572,N,34030010,8/28/1997,87,87,60,16,3,4,NULL,3,1,,
60610,E,34030010,8/28/1997,87,87,65,16,3,4,NULL,3,1,,
60625,E,34030010,8/28/1997,87,87,65,17,3,4,NULL,3,2,,
60681,N,34030010,8/28/1997,87,87,66,16,3,4,NULL,3,1,,
60683,N,34030010,8/28/1997,87,87,72,16,3,4,NULL,3,1,,
60690,N,34030010,8/28/1997,87,87,60,16,3,4,NULL,3,1,,
64071,E,34030010,8/28/1997,87,87,60,16,3,4,NULL,3,2,,
68187,E,34030010,8/28/1997,86,87,59,16,3,4,NULL,3,1,,
57858,E,34030005,8/28/1997,87,87,65,14,3,4,NULL,3,1,,
60534,N,34030005,8/28/1997,87,87,67,14,3,5,NULL,3,1,,
60566,N,34030005,8/28/1997,90,87,66,14,3,4,NULL,3,1,,
60571,N,34030005,8/28/1997,87,87,70,14,3,5,NULL,3,2,,
60609,E,34030005,8/28/1997,87,87,72,14,3,4,NULL,3,1,,
60624,E,34030005,8/28/1997,87,87,67,15,3,4,NULL,3,2,,
60680,N,34030005,8/28/1997,87,87,66,14,3,5,NULL,3,1,,
60682,N,34030005,8/28/1997,87,87,68,14,3,4,NULL,3,2,,
60689,N,34030005,8/28/1997,87,87,66,14,3,4,NULL,3,1,,
65732,E,34030005,8/28/1997,87,87,65,14,3,4,NULL,3,1,,
68186,E,34030005,8/28/1997,87,87,70,14,3,4,NULL,3,1,,
57862,N,34030022,8/27/1997,86,86,61,9,4,4,NULL,2,2,,
57864,E,34030010,8/27/1997,86,86,69,17,4,4,NULL,3,2,,
57865,E,34030005,8/27/1997,86,86,73,15,4,5,NULL,3,1,,
57863,N,34030003,8/27/1997,87,87,61,11,4,5,NULL,2,1,,
60554,N,34030011,8/26/1997,87,87,63,14,3,5,NULL,3,0,,
60556,N,34030011,8/26/1997,87,87,67,14,3,4,NULL,3,0,,
60564,N,34030011,8/26/1997,87,87,59,14,3,4,NULL,2,0,,
60591,N,34030011,8/26/1997,87,87,70,14,3,6,NULL,3,0,,
60601,N,34030011,8/26/1997,87,87,72,14,3,5,NULL,2,0,,
60603,N,34030011,8/26/1997,87,87,60,14,3,5,NULL,3,0,,
60640,E,34030011,8/26/1997,87,87,70,14,3,5,NULL,3,0,,
68195,N,34030011,8/26/1997,87,87,68,14,3,6,NULL,3,0,,
60555,N,34030004,8/26/1997,87,87,61,16,3,4,NULL,2,1,,
60557,N,34030004,8/26/1997,87,87,67,16,3,5,NULL,2,1,,
60565,N,34030004,8/26/1997,87,87,60,16,3,4,NULL,2,1,,
60592,N,34030004,8/26/1997,87,87,50,16,3,4,NULL,2,1,,
60600,N,34030004,8/26/1997,87,87,45,16,3,4,NULL,2,1,,
60604,N,34030004,8/26/1997,87,87,60,16,3,5,NULL,2,1,,
60641,E,34030004,8/26/1997,87,87,55,16,3,4,NULL,2,1,,
68194,N,34030004,8/26/1997,87,87,63,16,3,4,NULL,2,1,,
53531,E,34030043,8/25/1997,87,87,70,14,4,5,NULL,3,6,,
60532,N,34030043,8/25/1997,87,87,68,14,4,5,NULL,3,6,,
60548,N,34030043,8/25/1997,87,87,67,14,4,4,NULL,3,1,,
60563,N,34030043,8/25/1997,87,87,66,14,4,5,NULL,3,6,,
60576,N,34030043,8/25/1997,87,87,74,14,4,5,NULL,3,6,,
60580,N,34030043,8/25/1997,87,87,69,14,4,5,NULL,3,6,,
60596,N,34030043,8/25/1997,87,87,67,14,4,5,NULL,3,1,,
60602,N,34030043,8/25/1997,87,87,60,14,4,5,NULL,3,6,,
67098,E,34030029,8/25/1997,90,87,68,14,4,5,NULL,3,1,,
53532,E,34030001,8/25/1997,87,87,60,16,4,4,NULL,3,2,,
60549,N,34030001,8/25/1997,87,87,61,16,4,4,NULL,3,1,,
60553,N,34030001,8/25/1997,87,87,67,16,4,5,NULL,3,2,,
60577,N,34030001,8/25/1997,87,87,63,16,4,4,NULL,3,1,,
60581,N,34030001,8/25/1997,87,87,67,16,4,4,NULL,3,2,,
60593,N,34030001,8/25/1997,87,87,66,16,4,4,NULL,3,1,,
67097,E,34030001,8/25/1997,87,87,70,16,4,4,NULL,3,1,,
60520,N,34030017,8/24/1997,87,87,69,16,4,5,NULL,3,1,,
60522,N,34030017,8/24/1997,87,87,69,16,4,4,NULL,3,2,,
60524,N,34030017,8/24/1997,87,87,62,16,4,5,NULL,3,2,,
60526,N,34030017,8/24/1997,86,87,65,16,4,4,NULL,3,1,,
60528,N,34030017,8/24/1997,86,87,65,16,4,3,NULL,3,2,,
60529,N,34030017,8/24/1997,87,87,65,16,4,5,NULL,3,2,,
60533,E,34030017,8/24/1997,87,87,67,16,4,3,NULL,3,2,,
60550,N,34030017,8/24/1997,87,87,60,16,4,5,NULL,3,3,,
60519,N,34030003,8/24/1997,87,87,67,14,4,5,NULL,3,1,,
60521,N,34030003,8/24/1997,87,87,67,14,4,5,NULL,3,2,,
60523,N,34030003,8/24/1997,87,87,58,14,4,5,NULL,3,2,,
60525,N,34030003,8/24/1997,87,87,75,14,4,4,NULL,3,1,,
60527,N,34030003,8/24/1997,87,87,74,14,4,3,NULL,3,2,,
60530,N,34030003,8/24/1997,87,87,67,14,4,5,NULL,2,2,,
60531,E,34030003,8/24/1997,87,87,70,14,4,4,NULL,3,2,,
60551,N,34030003,8/24/1997,87,87,60,14,4,5,NULL,3,2,,
60866,N,34040022,8/23/1997,88,87,40,13,2,1,NULL,1,2,,
53485,N,34040002,8/23/1997,0,0,35,11,3,3,NULL,3,3,,
60863,N,34050014,8/22/1997,86,86,52,10,3,4,NULL,2,1,,
67681,N,34000000,8/20/1997,87,87,60,10,3,4,NULL,2,3,,
60819,N,34030009,8/19/1997,0,0,64,13,4,5,NULL,2,2,,
60820,N,34030009,8/19/1997,0,0,60,16,4,5,NULL,2,2,,
68197,N,34030009,8/19/1997,85,85,104,0,4,4,NULL,2,2,,
68198,N,34030009,8/19/1997,0,0,60,14,3,4,NULL,1,2,,
57860,E,34030009,8/18/1997,0,86,60,14,4,4,NULL,3,1,,
57859,E,34030008,8/18/1997,0,86,60,16,3,4,NULL,3,2,,
61260,E,34030028,8/17/1997,86,86,60,15,2,4,NULL,3,2,,
68192,N,34030028,8/17/1997,0,0,60,16,2,4,NULL,2,2,,
57813,E,34030023,8/17/1997,86,86,60,14,2,4,NULL,3,2,,
68193,N,34030023,8/17/1997,0,0,66,14,2,5,NULL,2,2,,
54387,N,34050001,8/15/1997,80,78,90,14,2,4,NULL,2,3,,
33952,N,34030008,8/14/1997,85,87,57,14,3,6,NULL,3,3,,
33953,N,34030008,8/14/1997,86,86,60,14,3,5,NULL,2,3,,
33950,N,34050000,8/10/1997,86,86,61,15,4,4,NULL,3,2,,
33951,N,34050000,8/10/1997,87,87,61,15,4,4,NULL,3,2,,
53498,N,34030004,8/9/1997,0,0,30,12,4,1,NULL,3,3,,
52909,N,34040021,8/8/1997,86,86,65,11,4,5,NULL,2,1,,
57964,N,34040021,8/8/1997,87,87,76,11,4,5,NULL,3,3,,
57965,N,34040021,8/8/1997,87,87,78,11,3,4,NULL,3,3,,
58114,N,34040021,8/8/1997,85,85,40,11,3,5,NULL,3,1,,
58116,N,34040021,8/8/1997,85,85,40,11,4,5,NULL,3,1,,
61272,N,34040021,8/8/1997,86,87,85,11,4,5,NULL,3,3,,
61275,N,34040021,8/8/1997,86,86,85,11,4,5,NULL,3,1,,
61579,N,34040021,8/8/1997,86,86,68,11,4,5,NULL,2,3,,
61584,N,34040021,8/8/1997,85,85,85,11,4,3,NULL,2,3,,
61596,E,34040021,8/8/1997,86,86,72,11,4,5,NULL,3,1,,
52908,N,34040009,8/8/1997,86,86,48,10,4,9,NULL,2,1,,
57961,N,34040009,8/8/1997,87,87,58,10,3,7,NULL,3,4,,
57963,N,34040009,8/8/1997,87,87,57,10,4,8,NULL,3,4,,
58113,N,34040009,8/8/1997,85,85,20,10,4,8,NULL,3,5,,
58115,N,34040009,8/8/1997,85,85,20,10,4,8,NULL,2,5,,
61273,N,34040009,8/8/1997,85,88,41,10,5,9,NULL,2,4,,
61274,N,34040009,8/8/1997,86,86,41,10,4,7,NULL,3,2,,
61568,E,34040009,8/8/1997,86,86,51,10,3,9,NULL,2,1,,
61580,N,34040009,8/8/1997,86,86,30,10,4,9,NULL,2,4,,
61585,N,34040009,8/8/1997,86,86,35,10,4,9,NULL,2,4,,
35396,E,34040022,8/7/1997,89,89,84,16,2,3,NULL,3,3,,
41637,E,34040022,8/7/1997,91,91,70,16,2,2,NULL,3,1,,
52902,N,34040022,8/7/1997,85,85,35,16,2,3,NULL,2,3,,
52904,N,34040022,8/7/1997,86,86,62,16,2,3,NULL,3,2,,
52907,N,34040022,8/7/1997,87,87,62,16,2,3,NULL,3,1,,
58164,E,34040022,8/7/1997,90,90,74,4,2,3,NULL,3,1,,
61523,N,34040022,8/7/1997,91,91,70,16,2,3,NULL,3,3,,
61525,N,34040022,8/7/1997,85,85,35,16,2,3,NULL,2,3,,
61565,N,34040022,8/7/1997,86,86,66,16,2,3,NULL,3,2,,
61567,N,34040022,8/7/1997,86,86,65,16,3,3,NULL,3,2,,
61570,N,34040022,8/7/1997,91,91,70,16,2,3,NULL,3,1,,
61586,N,34040022,8/7/1997,86,86,70,16,2,3,NULL,2,2,,
61606,E,34040022,8/7/1997,91,91,77,16,2,3,NULL,3,1,,
65030,E,34040022,8/7/1997,86,86,60,15,2,3,NULL,3,2,,
